术语ID,术语名称(中文),术语名称(英文),术语别名,术语定义,确认状态,术语来源,使用情况,创建人,最后编辑人,最后编辑时间
rKhafT,浏览器类型,browser_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rsfcDa,浏览器版本,browser_version,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rJbpgq,建筑构造,building_structure,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rqXJwW,购买方地址,buyer_addr,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
roddge,业务类型,biz_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
r56lD3,合同推送状态,contract_push_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rf41cS,定位类型,position_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rKU5rA,封签类型,seal_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rIUFrc,账单类型,bill_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rgDEjD,还款账户类型,repay_account_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rbVxOU,结果,result,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rTyVkZ,循环标志,loop_flag,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rbX23N,订单推送状态,order_push_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rcGquf,订单推送类型,order_push_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rzM8tP, CA证书状态,ca_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rNRBuI,货币类型,currency_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rIHkSM,商户认证状态,merchant_auth_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rEDLbG,商户类型,merchant_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
re9VpR,人员规模,staff_size,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rTt5eU,国家,country,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rbgCEV,性别,gender,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rqfdy0,职业,job,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rM5kZi,民族,nation,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rBPAHc,数据来源,data_source,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
r668qh,送货方式,delivery_mode,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rcJhpV,现货协议状态,spot_agreement_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rk6RT4,货币,currency,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rMAe4g,生成类型,generate_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rwu2Y2,结算状态,settlement_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
ryKus1,业务模式,biz_mode,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
reDfmb,来源类型,source_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rVS6fF,现货订单类型,spot_order_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rFbksz,业务来源,business_source,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rDCLkJ,出库状态,outbound_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rjnkH5,金蝶推送状态,kingdee_push_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rw1pUO,贷款类型,loan_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rmJvC6,推送渠道,push_channel,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rGmEwr,变动类型,change_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rH8vbE,记录来源,record_source,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
r4SQgN,是否可查看,is_view,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rQVozF,巡库原因,patrol_reason,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rapoF3,识别类型,identify_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rblkS3,出库规则,outbound_rule,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
ry62Cv,,local_alarm_deal_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rwM0yv,抵质押类型,pledge_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
r4E08D,监管类型,supervise_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
r9KtT8,温控模式,temperature_mode,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rTes9W,仓库类型,warehouse_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rXyDBi,,ysy_alarm_deal_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rZkxMM,,ysy_prophylactic_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
ryPPnh,设备类型,device_type,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
r4RWHn,设备用途,device_purpose,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rHl03i,设备状态,device_status,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rIR3T0,模式ID,mode_id,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rAk30L,状态数值,status_num,,,待确认,数据库编码字段,,兰恩来,兰恩来,2026年3月24日
rwjAYk,业务创建时间,biz_create_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rnwcqk,业务线,biz_line,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rLsrrg,业务经理ID,biz_manager_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rtXHGr,业务发生日期,biz_occur_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVLZ7g,业务场景ID,biz_scene_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r0CLr4,业务场景名称,biz_scene_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rL4Des,经营范围,biz_scope,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rtd0TS,业务印章状态,biz_seal_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r3U4gn,业务流水号,biz_sn,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rIcMX9,营业期限,biz_term,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rjWBKV,购买方联系人姓名,buyer_contact_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ry7kAS,购买方ID,buyer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHTMvn,购买方组织机构ID,buyer_org_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rsypiB,摄像头品牌,camera_brand,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r9Vt8I,摄像头封面名称,camera_cover_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rLprx4,摄像头ID,camera_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
roHFS9,摄像头型号,camera_model,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rju10Q,摄像头名称,camera_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rgkfFo,摄像头离线数量,camera_offline_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rsikBO,摄像头在线数量,camera_online_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruMKRc,摄像头序列号,camera_sn,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbv5te,摄像头状态,camera_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rvqzhr,摄像头类型,camera_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r9MBrJ,货值调整,adjust_goods_value,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rhWvMh,业务类型名称,biz_type_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r19npU,承运司机,carrier_driver,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rCocPT,承运车辆号牌,carrier_plate_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rGAWsU,案例,case,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHigQv,分类,category,品类,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rFEKhs,品类编码,category_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rEn4CW,品类路径,category_path,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r5d4ia,通道号,channel_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rtMALq,计费模式,charge_mode,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rg7zLk,计费费率,charge_rate,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rMwVyf,城市,city,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r35ypG,客户端URL地址,client_url,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rZuHA9,CM值,cm_value,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r6jcU3,焦炭消耗量,coke_consume_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rsSBN5,焦炭入库量,coke_inbound_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rzRZ7g,焦炭库存量,coke_inventory_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rPb2mh,企业授信次数,company_credit_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r8J1VH,企业注册数量,company_reg_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r2FB6N,完成被打回次数,complet_reject_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rFAYN9,确认备注,confirm_remark,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rZRwYK,确认时间,confirm_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rwh9HF,确认人ID,confirmer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rXMcmo,确认人名称,confirmer_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVutbt,120天周转率连续天数,turnover_ratio_continuous_days_120,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rD4NEX,180天周转率连续天数,turnover_ratio_continuous_days_180,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r1nbnw,30天周转率连续天数,turnover_ratio_continuous_days_30,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rvT9iX,360天周转率连续天数,turnover_ratio_continuous_days_360,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbqyW2,60天周转率连续天数,turnover_ratio_continuous_days_60,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rvHmJe,90天周转率连续天数,turnover_ratio_continuous_days_90,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rI82iR,收货方委托代表姓名,receiver_entrust_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rlvgJ4,收货方法定代表人姓名,receiver_legal_rep_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rm4MJh,收货方客户ID,receiver_customer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ry4fH3,收货方名称,receiver_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r7pIPA,收货方联系电话,receiver_contact_phone_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rGcXpu,收货方类型,receiver_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQvm96,合同ID,contract_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rTvUZH,合同编码,contract_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
roxLqG,合同更新时间,contract_update_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVd1Ur,合作方类型,cooperate_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rUPNKR,企业邮箱,company_email,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rgWYfJ,对手方名称,counterparty_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rDJMqV,区县,county,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r4prvK,创建人ID,creator_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rKWJbp,创建人客户ID,creator_customer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rZ5YbP,创建人姓名,creator_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbBXFS,创建机构标识,creator_org_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rnkFtY,授信合同编号,credit_contract_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r1gGNA,授信合同结果,credit_contract_result,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rBgzhe,授信次数,credit_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r8iu6m,累计已支付金额,cumulative_paid_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rJMkrq,客户ID,customer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rdRJLT,客户九江银行账户号码,customer_jiujiang_bank_account_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rXXeGh,客户标签ID,customer_label_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rfSQ7n,客户经理ID,customer_manager_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQ1Krx,客户经理编号,customer_manager_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rzlqxR,客户重量,customer_weight,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rv0mMB,日增资产,daily_asset_increment,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
riWzoE,融资池余额日变动额,daily_financing_balance_change,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rPOWqU,日增长率,daily_growth_rate,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rDez8K,扣除金额,deduct_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHZlg7,扣除操作人ID,deduct_operator_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rZKOZz,扣除操作人名称,deduct_operator_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ryFW7q,扣除评级等级,deduct_rating_level,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rrDgSv,扣除评级类型ID,deduct_rating_type_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHPYkt,扣除评级类型名称,deduct_rating_type_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rxvNh9,扣除备注,deduct_remark,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rrcgt3,扣除复核备注,deduct_review_remark,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbG7PI,扣除复核时间,deduct_review_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rUIdLM,扣除复核人ID,deduct_reviewer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rM70kx,扣除复核人名称,deduct_reviewer_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rTWVAr,密封件扣除金额,deduct_seal_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
